filename,width,height,class,xmin,ymin,xmax,ymax
134_3260_1.png,50,50,pos,33,30,46,42
1450_84044_1.png,50,50,pos,38,11,45,19
85_297459_1305_1568_1.png,50,50,pos,14,15,24,23
85_297459_1305_1568_1.png,50,50,pos,37,9,48,23
15_336453_1952_1843_1.png,50,50,pos,5,29,14,36
15_336453_1952_1843_1.png,50,50,pos,20,24,27,30
15_336453_1952_1843_1.png,50,50,pos,36,42,44,50
LC80480212014057LGN00_495_1.png,50,50,pos,10,1,39,21
LC80480212014057LGN00_495_1.png,50,50,pos,20,21,32,31
LC80480212014057LGN00_609_1.png,50,50,pos,17,17,36,34
LC80490202014240LGN00_978_1.png,50,50,pos,18,19,36,30
1654_961549_1.png,50,50,pos,19,34,30,45
16_491389_1913_1371_1.png,50,50,pos,2,20,10,29
16_491389_1913_1371_1.png,50,50,pos,11,17,18,22
53_584117_1266_1144_1.png,50,50,pos,8,2,14,8
53_584117_1266_1144_1.png,50,50,pos,34,12,41,20
53_626517_1867_1617_1.png,50,50,pos,24,35,32,43
184_39851_1.png,50,50,pos,14,22,25,30
38_270861_1.png,50,50,pos,25,14,33,21
1785_989473_1.png,50,50,pos,16,12,25,20
54_585778_1845_1199_1.png,50,50,pos,34,39,40,47
100_519626_1.png,50,50,pos,29,26,44,41
1479_96391_1.png,50,50,pos,22,41,33,50
20_850470_1428_1979_1.png,50,50,pos,3,5,14,15
LC80480212014057LGN00_374_1.png,50,50,pos,21,20,31,29
52_0_1.png,50,50,pos,20,11,32,22
52_0_1.png,50,50,pos,28,2,36,7
8_319_1.png,50,50,pos,3,24,14,36
8_319_1.png,50,50,pos,3,8,10,15
17_830165_1257_1497_1.png,50,50,pos,29,0,37,7
15743_430346_1.png,50,50,pos,15,25,24,32
14_446398_1476_1566_1.png,50,50,pos,39,4,48,13
14_446398_1476_1566_1.png,50,50,pos,39,29,46,37
14_446398_1476_1566_1.png,50,50,pos,15,28,23,35
53_794175_1409_1865_1.png,50,50,pos,36,11,43,20
200_689814_1.png,50,50,pos,2,12,11,22
14_35921_135_1918_1.png,50,50,pos,24,2,31,10
14_35921_135_1918_1.png,50,50,pos,27,15,33,22
13_243625_1671_1856_1.png,50,50,pos,3,23,25,33
16_675309_1475_1287_1.png,50,50,pos,11,15,28,25
LC80480212014057LGN00_180_1.png,50,50,pos,21,20,30,29
13_635974_1216_1571_1.png,50,50,pos,22,41,30,49
494_585904_1.png,50,50,pos,8,25,16,34
494_585904_1.png,50,50,pos,27,21,34,28
494_585904_1.png,50,50,pos,36,18,43,24
494_585904_1.png,50,50,pos,29,15,36,21
1648_960385_1.png,50,50,pos,21,35,34,48
1862_219736_1.png,50,50,pos,37,16,48,27
LC80490202015211LGN00_55_1.png,50,50,pos,5,0,13,6
LC80490202015211LGN00_55_1.png,50,50,pos,21,22,28,28
LC80490202015211LGN00_288_1.png,50,50,pos,20,22,29,30
48_8260_1.png,50,50,pos,26,30,34,37
LC80490202014240LGN00_1226_1.png,50,50,pos,16,18,27,29
313_57664_1103_1253_1.png,50,50,pos,28,4,41,16
2232_961606_1.png,50,50,pos,26,16,37,26
14_423202_1732_1573_1.png,50,50,pos,8,21,19,34
54_784_1.png,50,50,pos,11,20,22,30
110_657_1.png,50,50,pos,0,23,7,33
113_623_1.png,50,50,pos,7,0,20,7
16_488466_1228_1819_1.png,50,50,pos,5,40,12,46
16_488466_1228_1819_1.png,50,50,pos,0,2,6,11
16_488466_1228_1819_1.png,50,50,pos,5,13,12,21
16_488466_1228_1819_1.png,50,50,pos,31,14,38,19
251_245660_1855_1723_1.png,50,50,pos,16,10,28,21
LC80490212014240LGN00_89_1.png,50,50,pos,15,20,23,29
FLC80460222015190LGN00_83_1.png,50,50,pos,20,26,34,36
15701_311567_1.png,50,50,pos,20,11,29,20
14_462937_1482_1827_1.png,50,50,pos,16,2,23,10
14_462937_1482_1827_1.png,50,50,pos,39,3,47,12
14_462937_1482_1827_1.png,50,50,pos,35,32,44,38
14_462937_1482_1827_1.png,50,50,pos,15,39,23,46
14_462937_1482_1827_1.png,50,50,pos,20,23,25,29
1446_28859_1.png,50,50,pos,0,20,8,29
53_841442_1.png,50,50,pos,27,26,38,37
LC80490212014240LGN00_80_1.png,50,50,pos,22,22,30,28
796_58215_1.png,50,50,pos,29,23,40,31
15676_198959_1.png,50,50,pos,23,21,35,31
53_95525_17_1422_1.png,50,50,pos,0,18,8,25
LC80480202014057LGN00_217_1.png,50,50,pos,22,18,32,31
17_733127_1575_1742_1.png,50,50,pos,31,3,40,13
17_733127_1575_1742_1.png,50,50,pos,3,38,16,50
1639_689134_1.png,50,50,pos,22,14,33,25
LC80490202014240LGN00_1080_1.png,50,50,pos,12,6,39,33
15_597233_1987_1725_1.png,50,50,pos,31,40,45,49
15_597233_1987_1725_1.png,50,50,pos,36,20,48,31
15_597233_1987_1725_1.png,50,50,pos,5,18,16,24
LC80480212014057LGN00_414_1.png,50,50,pos,22,20,34,32
LC80480212014057LGN00_414_1.png,50,50,pos,43,27,50,35
1907_630795_1.png,50,50,pos,41,41,50,50
13_618634_1128_11000_1.png,50,50,pos,17,4,33,15
1444_279463_1.png,50,50,pos,36,8,43,15
234_317169_1.png,50,50,pos,11,24,24,34
2026_286986_1.png,50,50,pos,25,14,35,21
198_672598_1.png,50,50,pos,27,37,37,47
111_618587_1.png,50,50,pos,32,6,50,24
15_506164_1594_1156_1.png,50,50,pos,10,17,17,22
FLC80480202014057LGN00_103_1.png,50,50,pos,22,0,34,12
FLC80480202014057LGN00_103_1.png,50,50,pos,34,33,45,43
LC80490202015211LGN00_27_1.png,50,50,pos,23,21,30,27
LC80480202015188LGN00_60_1.png,50,50,pos,21,21,29,29
LC80480202015188LGN00_60_1.png,50,50,pos,41,41,46,46
1838_992380_1.png,50,50,pos,1,8,14,23
1838_992380_1.png,50,50,pos,14,4,24,14
54_644213_1216_1657_1.png,50,50,pos,28,0,38,11
328_174968_1.png,50,50,pos,24,10,32,19
LC80490212015211LGN00_510_1.png,50,50,pos,15,10,38,34
763_427581_1.png,50,50,pos,18,21,28,31
LC80480202014057LGN00_26_1.png,50,50,pos,21,31,30,40
16_870311_1620_1487_1.png,50,50,pos,31,21,40,30
LC80480202015188LGN00_91_1.png,50,50,pos,19,23,30,29
1477_955305_1.png,50,50,pos,6,15,15,22
229_372505_1.png,50,50,pos,8,15,19,25
LC80490212014240LGN00_88_1.png,50,50,pos,2,7,9,15
LC80490212014240LGN00_88_1.png,50,50,pos,20,21,29,31
87_340383_1691_1265_1.png,50,50,pos,12,18,23,29
2011_1005870_1.png,50,50,pos,9,0,18,7
2011_1005870_1.png,50,50,pos,14,12,25,23
467_583187_1.png,50,50,pos,40,2,50,9
86_712246_1.png,50,50,pos,18,28,34,43
16_653158_1379_1504_1.png,50,50,pos,24,10,33,18
1510_241638_1.png,50,50,pos,32,21,42,31
109_582300_1.png,50,50,pos,0,19,13,34
53_938115_180_1535_1.png,50,50,pos,13,11,29,21
LC80480202015188LGN00_7_1.png,50,50,pos,24,4,30,9
LC80480202015188LGN00_7_1.png,50,50,pos,23,23,29,28
15732_386323_1.png,50,50,pos,4,30,15,41
15732_386323_1.png,50,50,pos,20,1,33,11
15732_386323_1.png,50,50,pos,20,11,31,20
236_580901_1.png,50,50,pos,7,1,17,7
236_580901_1.png,50,50,pos,23,39,37,50
203_480965_1.png,50,50,pos,3,24,12,32
203_480965_1.png,50,50,pos,24,22,36,37
1712_556283_1.png,50,50,pos,41,23,49,31
54_894713_1856_1312_1.png,50,50,pos,25,24,33,33
1918_207362_1.png,50,50,pos,8,30,23,43
824_83343_1.png,50,50,pos,9,4,32,32
227_32251_1.png,50,50,pos,8,41,27,50
227_32251_1.png,50,50,pos,29,2,37,11
LC80490212015211LGN00_306_1.png,50,50,pos,15,15,34,34
16_4926_1231_1153_1.png,50,50,pos,40,25,48,33
170_199982_1364_1576_1.png,50,50,pos,19,27,31,38
230_672525_1.png,50,50,pos,12,25,22,34
2007_957928_1.png,50,50,pos,10,19,20,32
2007_957928_1.png,50,50,pos,25,29,35,39
1769_562480_1.png,50,50,pos,33,23,45,33
2210_98713_1.png,50,50,pos,10,37,23,50
234_294967_1.png,50,50,pos,21,15,33,28
114_670617_1.png,50,50,pos,14,23,33,42
176_338941_1.png,50,50,pos,22,20,37,32
LC80490212014240LGN00_279_1.png,50,50,pos,9,14,33,38
15757_573211_1.png,50,50,pos,30,20,42,29
62_378131_1.png,50,50,pos,0,0,31,18
11_1018_1.png,50,50,pos,28,30,38,41
1610_167208_1.png,50,50,pos,31,15,38,25
1610_167208_1.png,50,50,pos,36,9,50,19
15_611113_1511_1971_1.png,50,50,pos,13,33,22,39
15_405283_1375_1962_1.png,50,50,pos,5,12,17,23
15_405283_1375_1962_1.png,50,50,pos,30,17,37,24
1707_535610_1.png,50,50,pos,4,18,17,30
LC80480212014057LGN00_623_1.png,50,50,pos,24,20,40,35
LC80480212014057LGN00_623_1.png,50,50,pos,34,31,47,44
33_247103_1.png,50,50,pos,20,5,47,33
102_809698_1.png,50,50,pos,37,10,45,17
15_550408_1948_1266_1.png,50,50,pos,15,7,25,14
229_563264_1.png,50,50,pos,31,38,39,45
55_376933_1351_1466_1.png,50,50,pos,20,30,27,37
53_882839_1649_1505_1.png,50,50,pos,14,30,23,40
15_785590_1425_1607_1.png,50,50,pos,9,30,22,41
15_785590_1425_1607_1.png,50,50,pos,35,41,41,48
831_406342_1.png,50,50,pos,17,20,29,30
16_588356_1869_1524_1.png,50,50,pos,27,16,47,37
LC80480212014057LGN00_272_1.png,50,50,pos,20,18,31,33
51_561630_1.png,50,50,pos,1,3,13,15
51_561630_1.png,50,50,pos,44,10,50,19
LC80490212015211LGN00_420_1.png,50,50,pos,12,14,37,35
LC80490212015211LGN00_420_1.png,50,50,pos,13,31,27,45
LC80490212014240LGN00_386_1.png,50,50,pos,19,21,35,32
53_706580_1791_114_1.png,50,50,pos,16,23,25,32
53_706580_1791_114_1.png,50,50,pos,26,38,32,44
2687_682546_1.png,50,50,pos,10,24,21,33
LC80490212014240LGN00_282_1.png,50,50,pos,12,16,33,39
13_404298_1630_1952_1.png,50,50,pos,27,15,37,24
16_810509_199_1290_1.png,50,50,pos,19,22,26,30
114_188247_1296_199_1.png,50,50,pos,21,30,36,46
53_1018440_1372_1691_1.png,50,50,pos,8,28,15,36
53_1018440_1372_1691_1.png,50,50,pos,43,32,50,41
227_109435_1.png,50,50,pos,22,35,31,43
150_790345_113_1920_1.png,50,50,pos,23,18,43,44
135_267254_1.png,50,50,pos,4,21,16,31
16_763634_1852_1360_1.png,50,50,pos,24,35,33,43
16_763634_1852_1360_1.png,50,50,pos,14,28,25,38
199_473167_1.png,50,50,pos,11,24,24,36
21_868930_1689_173_1.png,50,50,pos,26,24,46,40
LC80480202014057LGN00_282_1.png,50,50,pos,12,17,26,28
10_499_1.png,50,50,pos,15,29,26,43
LC80480212014057LGN00_522_1.png,50,50,pos,21,20,32,30
43_440_1.png,50,50,pos,1,11,14,21
FLC80480192015188LGN00_26_1.png,50,50,pos,14,13,22,21
229_330606_1.png,50,50,pos,38,18,47,26
40_7490_1.png,50,50,pos,8,7,23,20
12_584636_1138_152_1.png,50,50,pos,0,5,8,16
124_108595_1169_1196_1.png,50,50,pos,0,18,14,34
14_759784_1107_142_1.png,50,50,pos,25,23,35,31
LC80490202014240LGN00_1186_1.png,50,50,pos,20,9,44,37
LC80490202014240LGN00_1186_1.png,50,50,pos,6,0,19,14
LC80490202014240LGN00_1186_1.png,50,50,pos,8,9,19,25
1426_148624_1.png,50,50,pos,20,35,40,50
53_826587_174_1684_1.png,50,50,pos,41,26,50,35
LC80480192014057LGN00_17_1.png,50,50,pos,23,21,34,30
73_833889_1.png,50,50,pos,36,2,46,15
LC80490212015211LGN00_390_1.png,50,50,pos,40,29,50,41
LC80490212015211LGN00_390_1.png,50,50,pos,20,17,41,37
234_543452_1.png,50,50,pos,6,17,21,25
234_543452_1.png,50,50,pos,30,30,42,39
234_543452_1.png,50,50,pos,22,30,30,38
2114_815752_1.png,50,50,pos,19,31,30,41
LC80480202014057LGN00_53_1.png,50,50,pos,23,19,34,30
LC80480202014057LGN00_53_1.png,50,50,pos,34,16,40,24
227_834174_1.png,50,50,pos,14,20,27,32
187_156_1.png,50,50,pos,7,12,17,21
1868_100362_1.png,50,50,pos,13,8,24,19
304_896451_1.png,50,50,pos,22,38,30,44
304_896451_1.png,50,50,pos,38,8,48,17
17_94795_1389_1628_1.png,50,50,pos,33,38,43,46
234_635637_1.png,50,50,pos,11,32,20,39
LC80490212014240LGN00_53_1.png,50,50,pos,20,19,30,29
175_186_1.png,50,50,pos,0,10,4,17
14_667988_1470_117_1.png,50,50,pos,41,37,47,44
14_667988_1470_117_1.png,50,50,pos,30,36,39,45
14_667988_1470_117_1.png,50,50,pos,3,19,10,29
12_818669_1278_1898_1.png,50,50,pos,27,41,35,49
2127_998202_1.png,50,50,pos,17,37,28,50
236_387770_1.png,50,50,pos,20,28,27,35
290_633815_1600_1266_1.png,50,50,pos,32,18,44,30
290_633815_1600_1266_1.png,50,50,pos,0,15,7,29
290_633815_1600_1266_1.png,50,50,pos,5,39,18,50
LC80480202014057LGN00_211_1.png,50,50,pos,20,21,32,32
LC80480202014057LGN00_211_1.png,50,50,pos,0,31,6,42
773_520650_1.png,50,50,pos,41,5,50,14
LC80490212015211LGN00_323_1.png,50,50,pos,18,20,30,29
53_762496_1670_1708_1.png,50,50,pos,25,24,34,33
234_926856_1.png,50,50,pos,0,31,15,50
196_470885_1.png,50,50,pos,18,4,30,14
196_470885_1.png,50,50,pos,3,10,13,17
226_876967_1.png,50,50,pos,30,12,41,20
2142_668587_1.png,50,50,pos,39,19,48,30
218_609346_1.png,50,50,pos,23,14,33,24
1630_195176_1.png,50,50,pos,4,0,17,12
1630_195176_1.png,50,50,pos,29,24,50,49
2080_800403_1.png,50,50,pos,30,23,37,29
2080_800403_1.png,50,50,pos,36,19,45,25
1663_151406_1.png,50,50,pos,18,22,33,35
105_6188_1295_1560_1.png,50,50,pos,16,0,29,11
18_651700_1559_1286_1.png,50,50,pos,24,31,33,39
55_628787_1921_1133_1.png,50,50,pos,28,21,38,36
55_611285_1182_1575_1.png,50,50,pos,7,20,16,30
1667_239116_1.png,50,50,pos,29,10,40,17
19_803635_1631_1585_1.png,50,50,pos,4,37,14,47
13_388683_1235_1444_1.png,50,50,pos,1,12,9,19
13_388683_1235_1444_1.png,50,50,pos,27,40,36,49
2063_149640_1.png,50,50,pos,5,11,16,20
2063_149640_1.png,50,50,pos,17,25,26,37
LC80480202014057LGN00_252_1.png,50,50,pos,21,20,31,30
LC80480202014057LGN00_297_1.png,50,50,pos,21,20,33,32
53_537243_1845_1998_1.png,50,50,pos,18,38,29,47
53_537243_1845_1998_1.png,50,50,pos,0,44,10,49
1553_823295_1.png,50,50,pos,6,24,13,30
1925_777209_1.png,50,50,pos,19,13,36,25
53_964410_1665_1266_1.png,50,50,pos,21,20,30,30
127_224684_1991_1242_1.png,50,50,pos,16,19,29,31
127_224684_1991_1242_1.png,50,50,pos,44,32,50,44
1590_227201_1.png,50,50,pos,0,33,7,42
1590_227201_1.png,50,50,pos,34,17,48,27
245_229127_1.png,50,50,pos,27,42,38,50
1452_333219_1.png,50,50,pos,13,17,20,27
1452_333219_1.png,50,50,pos,24,21,31,26
1452_333219_1.png,50,50,pos,33,22,41,29
15776_198131_1.png,50,50,pos,3,26,12,36
12_807151_1408_12_1.png,50,50,pos,25,4,35,15
256_4541_1.png,50,50,pos,21,23,30,33
55_58287_199_1877_1.png,50,50,pos,38,16,50,23
15716_347721_1.png,50,50,pos,27,30,38,40
15660_122311_1.png,50,50,pos,34,16,46,28
FLC80460222015190LGN00_102_1.png,50,50,pos,9,20,18,28
16_50451_1310_1856_1.png,50,50,pos,5,16,11,22
20_299122_1887_1416_1.png,50,50,pos,31,27,43,39
LC80480212014057LGN00_286_1.png,50,50,pos,22,17,34,31
LC80490202015211LGN00_221_1.png,50,50,pos,20,18,31,33
LC80490212014240LGN00_131_1.png,50,50,pos,18,16,33,33
LC80490202014240LGN00_1032_1.png,50,50,pos,17,9,30,32
LC80490202014240LGN00_1032_1.png,50,50,pos,28,15,37,24
1619_25339_1.png,50,50,pos,32,16,42,23
92_602_1.png,50,50,pos,28,4,44,17
LC80480212014057LGN00_111_1.png,50,50,pos,22,20,31,30
LC80480212014057LGN00_111_1.png,50,50,pos,37,26,43,34
LC80480212014057LGN00_126_1.png,50,50,pos,18,17,35,33
1880_461114_1.png,50,50,pos,25,21,34,32
31_6302_1.png,50,50,pos,16,41,24,50
31_6302_1.png,50,50,pos,42,2,49,14
31_6302_1.png,50,50,pos,43,2,50,12
31_6302_1.png,50,50,pos,16,42,23,50
LC80470202014242LGN00_85_1.png,50,50,pos,21,20,31,30
1458_386299_1.png,50,50,pos,15,17,21,22
1458_386299_1.png,50,50,pos,39,43,49,48
LC80490202014240LGN00_1163_1.png,50,50,pos,15,19,33,37
14_515600_1826_1285_1.png,50,50,pos,18,20,27,29
1639_578321_1.png,50,50,pos,1,5,8,11
14_710977_1794_146_1.png,50,50,pos,8,13,29,29
54_222886_1892_1629_1.png,50,50,pos,30,7,45,18
53_573443_1796_1471_1.png,50,50,pos,16,2,21,11
14_320699_1859_1242_1.png,50,50,pos,16,35,23,44
LC80480202014057LGN00_488_1.png,50,50,pos,16,5,41,32
54_699529_1778_1363_1.png,50,50,pos,4,6,13,15
LC80480212014057LGN00_357_1.png,50,50,pos,21,20,33,33
LC80480212014057LGN00_357_1.png,50,50,pos,39,36,46,43
2126_997651_1.png,50,50,pos,0,10,13,20
2126_997651_1.png,50,50,pos,42,36,50,50
LC80480212014057LGN00_439_1.png,50,50,pos,21,20,30,31
14_815573_1929_138_1.png,50,50,pos,34,10,47,27
14_570407_1395_1589_1.png,50,50,pos,21,41,31,49
54_808474_1132_1534_1.png,50,50,pos,30,29,37,35
54_808474_1132_1534_1.png,50,50,pos,34,13,40,19
14_414894_1285_1232_1.png,50,50,pos,20,18,29,36
17_748167_1534_1146_1.png,50,50,pos,28,14,41,28
53_709843_1663_1718_1.png,50,50,pos,19,6,27,11
LC80480212014057LGN00_203_1.png,50,50,pos,22,20,33,32
LC80480212014057LGN00_203_1.png,50,50,pos,38,26,49,37
18_922816_1492_1176_1.png,50,50,pos,21,22,30,29
18_922816_1492_1176_1.png,50,50,pos,42,13,50,24
54_556380_1796_1193_1.png,50,50,pos,41,27,47,35
54_556380_1796_1193_1.png,50,50,pos,39,0,45,4
LC80480212014057LGN00_546_1.png,50,50,pos,23,20,32,30
LC80480212014057LGN00_546_1.png,50,50,pos,29,28,38,35
LC80490202015211LGN00_423_1.png,50,50,pos,23,22,30,30
129_457_1.png,50,50,pos,14,0,29,7
16_75828_1779_1620_1.png,50,50,pos,34,7,42,14
2247_758732_1.png,50,50,pos,22,21,50,50
55_43630_1384_1607_1.png,50,50,pos,13,40,24,48
60_838_1.png,50,50,pos,3,43,15,50
15_593248_1719_1718_1.png,50,50,pos,1,16,7,24
15_593248_1719_1718_1.png,50,50,pos,25,18,34,25
15_593248_1719_1718_1.png,50,50,pos,29,35,37,43
205_495253_1.png,50,50,pos,38,37,46,46
62_304_1.png,50,50,pos,13,0,23,13
1913_691745_1.png,50,50,pos,15,22,25,34
552_801424_1.png,50,50,pos,13,37,29,46
1847_611455_1.png,50,50,pos,7,21,17,30
142_471643_1201_1350_1.png,50,50,pos,9,12,16,19
142_471643_1201_1350_1.png,50,50,pos,29,3,40,15
142_471643_1201_1350_1.png,50,50,pos,7,32,22,47
1732_52047_1.png,50,50,pos,25,20,32,27
143_994467_1.png,50,50,pos,21,25,36,42
49_8460_1.png,50,50,pos,22,21,38,39
LC80480212014057LGN00_208_1.png,50,50,pos,20,19,34,33
LC80480212014057LGN00_208_1.png,50,50,pos,0,25,10,39
LC80490202014240LGN00_977_1.png,50,50,pos,17,19,35,30
17_57611_1271_142_1.png,50,50,pos,43,6,50,14
17_57611_1271_142_1.png,50,50,pos,19,32,26,37
625_596969_1.png,50,50,pos,7,0,15,8
625_596969_1.png,50,50,pos,9,24,18,32
165_31255_1.png,50,50,pos,0,38,9,50
17_959193_1733_1838_1.png,50,50,pos,12,0,19,9
96_765462_1.png,50,50,pos,19,0,41,13
125_4350_1.png,50,50,pos,27,31,39,43
227_304373_1.png,50,50,pos,9,23,26,32
LC80490202015211LGN00_1006_1.png,50,50,pos,16,19,35,36
15_503900_1546_1718_1.png,50,50,pos,29,16,38,21
15_354833_1876_1685_1.png,50,50,pos,29,9,46,27
15_354833_1876_1685_1.png,50,50,pos,14,35,24,42
15_354833_1876_1685_1.png,50,50,pos,0,2,7,18
54_587302_1907_1174_1.png,50,50,pos,37,32,48,41
2009_152210_1.png,50,50,pos,16,25,25,35
15615_431247_1.png,50,50,pos,15,27,28,40
15615_431247_1.png,50,50,pos,24,10,32,19
15615_431247_1.png,50,50,pos,44,34,50,47
14_43959_1126_1811_1.png,50,50,pos,29,40,38,49
44_592421_1.png,50,50,pos,7,5,17,13
44_592421_1.png,50,50,pos,19,35,30,45
561_934186_1.png,50,50,pos,21,33,33,49
1537_760611_1.png,50,50,pos,32,1,42,11
2045_93748_1.png,50,50,pos,17,30,26,37
2045_93748_1.png,50,50,pos,23,28,33,39
234_925971_1.png,50,50,pos,22,31,40,50
LC80490212014240LGN00_200_1.png,50,50,pos,15,7,40,32
2617_341757_1.png,50,50,pos,34,6,49,32
2617_341757_1.png,50,50,pos,29,34,41,41
2138_37751_1.png,50,50,pos,15,15,24,24
LC80480202014057LGN00_578_1.png,50,50,pos,23,22,34,33
316_189_1.png,50,50,pos,18,10,33,30
1789_988279_1.png,50,50,pos,23,22,35,35
76_1880_1.png,50,50,pos,11,35,25,48
76_1880_1.png,50,50,pos,28,0,42,10
76_1880_1.png,50,50,pos,27,0,40,9
76_1880_1.png,50,50,pos,9,33,26,48
250_2441_1.png,50,50,pos,42,10,50,21
59_581_1.png,50,50,pos,13,30,22,39
18_726382_180_1417_1.png,50,50,pos,0,40,10,47
LC80480192014057LGN00_43_1.png,50,50,pos,22,18,32,31
LC80480202014057LGN00_57_1.png,50,50,pos,23,21,31,29
12_842569_1446_1823_1.png,50,50,pos,4,4,14,14
LC80490212014240LGN00_178_1.png,50,50,pos,18,17,34,34
12_645428_1297_1437_1.png,50,50,pos,42,21,49,30
54_296880_1604_1606_1.png,50,50,pos,18,29,27,38
120_674_1.png,50,50,pos,35,0,50,14
LC80490212014240LGN00_124_1.png,50,50,pos,15,22,23,29
LC80490212014240LGN00_124_1.png,50,50,pos,21,20,29,28
LC80470202014242LGN00_72_1.png,50,50,pos,18,22,30,32
LC80490212014240LGN00_399_1.png,50,50,pos,15,16,32,35
2084_31985_1.png,50,50,pos,9,17,17,31
2084_31985_1.png,50,50,pos,21,41,34,50
644_693298_1.png,50,50,pos,27,9,35,18
464_444911_1.png,50,50,pos,14,3,26,18
1492_262949_1.png,50,50,pos,13,16,27,30
16_664962_1566_1710_1.png,50,50,pos,22,8,33,17
1459_869846_1.png,50,50,pos,33,18,44,29
1459_869846_1.png,50,50,pos,2,40,8,47
FLC80480212014057LGN00_250_1.png,50,50,pos,29,38,42,49
LC80490202015211LGN00_1232_1.png,50,50,pos,17,17,31,35
54_621230_1427_1910_1.png,50,50,pos,30,42,38,49
1925_83181_1.png,50,50,pos,19,6,29,16
15_508558_1417_1623_1.png,50,50,pos,22,18,36,26
14_506440_1832_141_1.png,50,50,pos,23,31,34,43
14_506440_1832_141_1.png,50,50,pos,0,37,6,46
14_33751_1472_1709_1.png,50,50,pos,37,17,46,24
14_33751_1472_1709_1.png,50,50,pos,10,42,20,49
15_614535_1668_1403_1.png,50,50,pos,25,2,33,11
16_704760_1383_1247_1.png,50,50,pos,18,36,29,49
16_704760_1383_1247_1.png,50,50,pos,28,17,39,27
13_30026_1739_1201_1.png,50,50,pos,20,6,31,16
1586_98886_1.png,50,50,pos,26,38,36,48
LC80490202015211LGN00_1061_1.png,50,50,pos,14,16,36,35
LC80480202014057LGN00_269_1.png,50,50,pos,23,20,30,29
751_483384_1.png,50,50,pos,20,10,29,19
751_483384_1.png,50,50,pos,44,3,50,12
54_654380_1425_1332_1.png,50,50,pos,22,9,33,21
LC80490202015211LGN00_264_1.png,50,50,pos,21,18,30,31
LC80470202014242LGN00_83_1.png,50,50,pos,22,19,34,30
15_657_1.png,50,50,pos,11,2,22,14
15_657_1.png,50,50,pos,38,26,50,48
LC80490202015211LGN00_14_1.png,50,50,pos,22,23,29,29
55_348280_1.png,50,50,pos,6,21,29,40
1943_3589_1.png,50,50,pos,35,0,46,8
16_647853_123_1644_1.png,50,50,pos,0,18,7,28
16_647853_123_1644_1.png,50,50,pos,31,3,40,10
156_749216_1.png,50,50,pos,29,9,50,32
2094_548925_1.png,50,50,pos,26,27,33,34
1953_622851_1.png,50,50,pos,19,11,27,23
107_600_1.png,50,50,pos,10,27,21,39
107_600_1.png,50,50,pos,10,26,21,39
47_683785_1.png,50,50,pos,38,10,50,21
15_547201_146_1522_1.png,50,50,pos,36,7,44,15
233_787820_1.png,50,50,pos,23,26,34,36
233_787820_1.png,50,50,pos,31,20,37,27
1603_846808_1.png,50,50,pos,8,34,21,47
265_4081_1.png,50,50,pos,31,22,50,50
